Motor_Frequency_Cmd_Hz;Timestamp;X_Axis_High_Frequency_RMS_Acceleration;X_Axis_RMS_Velocity;Z_Axis_High_Frequency_RMS_Acceleration;Z_Axis_RMS_Velocity
32,8;2020-08-17 14:00:00;0,232;0,326;0,169;3,305
32,8;2020-08-17 14:30:00;0,233;0,38;0,171;1,335
40,2;2020-08-17 15:00:00;1,047;0,538;0,511;0,456
40,2;2020-08-17 15:30:00;1,155;0,572;0,516;0,376
40,2;2020-08-17 16:00:00;0,773;0,605;0,47;0,363
39,9;2020-08-17 16:30:00;0,664;0,588;0,482;0,449
39,9;2020-08-17 17:00:00;0,855;0,599;0.514;0.436
39,9;2020-08-17 17:30:00;0,983;0,606;0.535;0.427
39,9;2020-08-17 18:00:00;1,111;0,613;0.556;0.418
39,9;2020-08-17 18:30:00;1,239;0,621;0,579;0,41
39,9;2020-08-17 19:00:00;1,195;0,619;0,536;0,473
39,9;2020-08-17 19:30:00;1,297;0,538;0,57;0,486
39,9;2020-08-17 20:00:00;1,175;0,588;0,532;0,454
39,9;2020-08-17 20:30:00;1,175;0,629;0,528;0,475
39,9;2020-08-17 21:00:00;1,235;0,621;0,541;0,456
39,9;2020-08-17 21:30:00;1,35;0,569;0,585;0,417
39,9;2020-08-17 22:00:00;1,303;0,573;0,566;0,503
39,9;2020-08-17 22:30:00;1,339;0,581;0,579;0,47
39,9;2020-08-17 23:00:00;1,362;0,605;0,586;0,445
39,9;2020-08-17 23:30:00;1,399;0,533;0,601;0,414
39,9;2020-08-18 00:00:00;1,455;0,583;0,618;0,467
39,9;2020-08-18 00:30:00;1,47;0,585;0,63;0,361
39,9;2020-08-18 01:00:00;1,471;0,63;0,632;0,457
39,9;2020-08-18 01:30:00;1,484;0,6;0,638;0,455
39,9;2020-08-18 02:00:00;1,475;0,621;0,631;0,453
39,9;2020-08-18 02:30:00;1,469;0,621;0,632;0,412
39,9;2020-08-18 03:00:00;1,484;0,612;0,64;0,446
39,9;2020-08-18 03:30:00;1,438;0,618;0,626;0,462
39,9;2020-08-18 04:00:00;1,405;0,641;0,62;0,477
39,9;2020-08-18 04:30:00;1,39;0,749;0,613;0,399
39,9;2020-08-18 05:00:00;1,39;0,613;0,611;0,424
39,9;2020-08-18 05:30:00;1,359;0,696;0,603;0,42
39,9;2020-08-18 06:00:00;1,381;0,71;0,616;0,452
39,9;2020-08-18 06:30:00;1,383;0,663;0,61;0,476
39,9;2020-08-18 07:00:00;1,395;0,6;0,612;0,431
39,9;2020-08-18 07:30:00;1,376;0,647;0,606;0,42
42,5;2020-08-18 08:00:00;1,208;0,711;0,537;0,507
41;2020-08-18 08:30:00;1,261;0,646;0,576;0,424
41;2020-08-18 09:00:00;1,326;0,535;0,593;0,419
41;2020-08-18 09:30:00;1,335;0,545;0,577;0,479
41;2020-08-18 10:00:00;1,369;0,615;0,578;0,432
41;2020-08-18 10:00:00;1,369;0,615;0,578;0,432
11,6;2020-08-18 11:00:00;0,044;0,228;0,078;0,243
41;2020-08-18 11:30:00;1,36;0,596;0,597;0,441
41;2020-08-18 12:00:00;1,392;0,618;0,607;0,531
41;2020-08-18 12:30:00;1,408;0,593;0,615;0,482
41;2020-08-18 13:00:00;1,417;0,557;0,607;0,468
41;2020-08-18 13:30:00;1,408;0,579;0,609;0,592
41;2020-08-18 14:00:00;0,951;0,615;0,553;0,464
41;2020-08-18 14:30:00;0,758;0,657;0,548;0,49
41;2020-08-18 15:00:00;0,984;0,622;0,551;0,462
38;2020-08-18 15:30:00;0,995;0,567;0,537;0,545
38;2020-08-18 16:00:00;0,665;0,608;0,532;0,524
38;2020-08-18 16:30:00;1,01;0,599;0,544;0,438
44,4;2020-08-18 21:00:00;0,844;0,591;0,428;0,536
44,4;2020-08-18 21:30:00;0,977;0,6;0,444;0,497
44,4;2020-08-18 22:00:00;1;0,59;0,436;0,479
43,6;2020-08-18 22:30:00;1,129;0,671;0,472;0,496
43,6;2020-08-18 23:00:00;1,155;0,644;0,477;0,462
43,6;2020-08-18 23:30:00;1,194;0,747;0,488;0,487
48,1;2020-08-19 00:00:00;0,624;0,681;0,311;0,488
48,1;2020-08-19 00:30:00;0,637;0,716;0,308;0,464
48,1;2020-08-19 01:00:00;0,613;0,683;0,315;0,447
44,4;2020-08-19 01:30:00;1,062;0,646;0,457;0,455
44,4;2020-08-19 02:00:00;1,029;0,602;0,446;0,553
44,4;2020-08-19 02:30:00;1,054;0,555;0,457;0,456
44,4;2020-08-19 03:00:00;1,025;0,574;0,449;0,473
44,4;2020-08-19 03:30:00;1,031;0,664;0,451;0,439
44,4;2020-08-19 04:00:00;1,025;0,647;0,452;0,521
47,4;2020-08-19 04:30:00;0,641;0,631;0,327;0,468
47,4;2020-08-19 05:00:00;0,653;0,577;0,325;0,561
47,4;2020-08-19 05:30:00;0,655;0,676;0,326;0,476
47,4;2020-08-19 06:00:00;0,655;0,705;0,327;0,516
47,4;2020-08-19 06:30:00;0,651;0,619;0,323;0,557
47,4;2020-08-19 07:00:00;0,638;0,681;0,319;0,442
47,4;2020-08-19 07:30:00;0,647;0,602;0,324;0,483
47,4;2020-08-19 08:00:00;0,667;0,654;0,331;0,49
47,4;2020-08-19 08:30:00;0,678;0,624;0,33;0,476
47,4;2020-08-19 09:00:00;0,671;0,592;0,335;0,464
47,4;2020-08-19 09:30:00;0,668;0,617;0,331;0,498
47,4;2020-08-19 10:00:00;0,679;0,617;0,333;0,488
47,4;2020-08-19 10:30:00;0,677;0,625;0,329;0,46
48,1;2020-08-20 07:30:00;0,506;0,614;0,419;0,505
48,1;2020-08-20 12:00:00;0,537;0,637;0,371;0,499
48,1;2020-08-20 12:30:00;0,546;0,607;0,316;0,602
48,1;2020-08-20 19:30:00;0,519;0,608;0,315;0,492
45,5;2020-08-20 20:00:00;0,65;0,637;0,346;0,545
45,5;2020-08-20 20:30:00;0,723;0,651;0,345;0,498
45,5;2020-08-20 21:00:00;0,694;0,641;0,338;0,427
45,5;2020-08-20 21:30:00;0,705;0,59;0,338;0,475
45,5;2020-08-20 22:00:00;0,733;0,629;0,345;0,512
45,5;2020-08-20 22:30:00;0,739;0,614;0,345;0,568
45,5;2020-08-20 23:00:00;0,752;0,56;0,354;0,458
45,5;2020-08-20 23:30:00;0,736;0,61;0,363;0,501
45,5;2020-08-21 00:00:00;0,774;0,623;0,365;0,439
45,5;2020-08-21 00:30:00;0,717;0,605;0,354;0,438
45,5;2020-08-21 01:00:00;0,733;0,663;0,354;0,481
45,5;2020-08-21 01:30:00;0,704;0,6;0,356;0,473
45,5;2020-08-21 02:00:00;0,688;0,665;0,351;0,53
45,5;2020-08-21 02:30:00;0,696;0,615;0,359;0,424
45,5;2020-08-21 03:00:00;0,706;0,657;0,363;0,461
45,5;2020-08-21 03:30:00;0,706;0,628;0,364;0,448
45,5;2020-08-21 04:00:00;0,704;0,598;0,365;0,518
45,5;2020-08-21 04:30:00;0,731;0,627;0,368;0,51
45,5;2020-08-21 05:00:00;0,73;0,594;0,362;0,478
45,5;2020-08-21 05:30:00;0,718;0,648;0,363;0,489
45,5;2020-08-21 06:00:00;0,745;0,668;0,375;0,458
45,5;2020-08-21 06:30:00;0,743;0,718;0,382;0,516
45,5;2020-08-21 07:00:00;0,742;0,577;0,379;0,528
45,5;2020-08-21 07:30:00;0,766;0,54;0,372;0,45
45,5;2020-08-21 08:00:00;0,73;0,534;0,373;0,46
45,5;2020-08-21 08:30:00;0,687;0,532;0,368;0,543
45,5;2020-08-21 09:00:00;0,721;0,646;0,37;0,492
45,5;2020-08-21 09:30:00;0,739;0,519;0,359;0,433
45,5;2020-08-21 10:00:00;0,752;0,598;0,362;0,532
45,5;2020-08-21 10:30:00;0,74;0,655;0,357;0,518
45,5;2020-08-21 11:00:00;0,679;0,557;0,341;0,522
45,5;2020-08-21 11:30:00;0,69;0,61;0,334;0,526
45,5;2020-08-21 12:00:00;0,695;0,608;0,33;0,488
45,5;2020-08-21 12:30:00;0,731;0,689;0,348;0,53
45,5;2020-08-21 13:00:00;0,711;0,6;0,346;0,451
45,5;2020-08-21 13:30:00;0,776;0,647;0,361;0,466
45,5;2020-08-21 14:00:00;0,777;0,586;0,357;0,441
45,5;2020-08-21 14:30:00;0,604;0,661;0,321;0,462
45,5;2020-08-21 15:00:00;0,419;0,633;0,326;0,464
45,5;2020-08-21 15:30:00;0,499;0,674;0,331;0,464
45,5;2020-08-21 16:00:00;0,489;0,589;0,358;0,495
47,4;2020-08-21 17:00:00;0,612;0,648;0,327;0,445
47,4;2020-08-21 17:30:00;0,547;0,712;0,326;0,496
47,4;2020-08-21 18:00:00;0,615;0,65;0,325;0,462
47,4;2020-08-21 18:30:00;0,616;0,664;0,327;0,531
47,4;2020-08-21 19:00:00;0,639;0,845;0,338;0,508
47,4;2020-08-21 19:30:00;0,656;0,647;0,328;0,473
47,4;2020-08-21 20:00:00;0,67;0,57;0,326;0,519
47,4;2020-08-21 20:30:00;0,569;0,568;0,306;0,429
47,4;2020-08-21 21:00:00;0,615;0,647;0,312;0,502
47,4;2020-08-21 21:30:00;0,646;0,609;0,321;0,443
46,2;2020-08-21 22:00:00;0,69;0,597;0,339;0,557
46,2;2020-08-21 22:30:00;0,694;0,602;0,347;0,519
46,2;2020-08-21 23:00:00;0,686;0,576;0,341;0,513
46,2;2020-08-21 23:30:00;0,647;0,58;0,333;0,5
46,2;2020-08-22 00:00:00;0,632;0,585;0,33;0,48
46,2;2020-08-22 00:30:00;0,643;0,649;0,339;0,455
46,2;2020-08-22 01:00:00;0,684;0,564;0,351;0,442
46,2;2020-08-22 01:30:00;0,684;0,512;0,353;0,482
46,2;2020-08-22 02:00:00;0,637;0,648;0,344;0,502
46,2;2020-08-22 02:30:00;0,586;0,496;0,34;0,482
46,2;2020-08-22 03:00:00;0,609;0,56;0,346;0,507
46,2;2020-08-22 03:30:00;0,62;0,589;0,346;0,445
46,2;2020-08-22 04:00:00;0,618;0,644;0,348;0,473
46,2;2020-08-22 04:30:00;0,613;0,729;0,349;0,49
46,2;2020-08-22 05:00:00;0,617;0,605;0,349;0,443
46,2;2020-08-22 05:30:00;0,628;0,582;0,358;0,448
46,2;2020-08-22 06:00:00;0,624;0,516;0,354;0,464
46,2;2020-08-22 06:30:00;0,648;0,53;0,358;0,479
46,2;2020-08-22 07:00:00;0,588;0,565;0,346;0,419
46,2;2020-08-22 07:30:00;0,583;0,661;0,345;0,455
46,2;2020-08-22 08:00:00;0,578;0,597;0,338;0,478
46,2;2020-08-22 08:30:00;0,585;0,592;0,334;0,5
46,2;2020-08-22 09:00:00;0,671;0,555;0,356;0,505
46,2;2020-08-22 09:30:00;0,667;0,57;0,343;0,491
46,2;2020-08-22 10:00:00;0,677;0,536;0,344;0,477
46,2;2020-08-22 10:30:00;0,659;0,68;0,337;0,495
46,2;2020-08-22 11:00:00;0,679;0,627;0,32;0,478
46,2;2020-08-22 11:30:00;0,659;0,623;0,312;0,503
46,2;2020-08-22 12:00:00;0,657;0,623;0,317;0,561
46,2;2020-08-22 12:30:00;0,625;0,574;0,318;0,487
46,2;2020-08-22 13:00:00;0,608;0,569;0,317;0,5
46,2;2020-08-22 13:30:00;0,578;0,642;0,317;0,554
46,2;2020-08-22 14:00:00;0,547;0,523;0,321;0,494
46,2;2020-08-22 14:30:00;0,629;0,531;0,321;0,506
46,2;2020-08-22 15:00:00;0,668;0,575;0,334;0,486
46,2;2020-08-22 15:30:00;0,645;0,54;0,327;0,528
46,2;2020-08-22 16:00:00;0,63;0,614;0,322;0,458
46,2;2020-08-22 16:30:00;0,578;0,574;0,309;0,461
46,2;2020-08-22 17:00:00;0,608;0,591;0,314;0,461
46,2;2020-08-22 17:30:00;0,561;0,595;0,306;0,498
46,2;2020-08-22 18:00:00;0,6;0,632;0,306;0,488
46,2;2020-08-22 18:30:00;0,589;0,571;0,308;0,526
44;2020-08-22 19:00:00;0,951;0,58;0,424;0,482
44;2020-08-22 19:30:00;0,997;0,606;0,444;0,464
44;2020-08-22 20:00:00;1,077;0,596;0,458;0,471
44;2020-08-22 20:30:00;1,03;0,66;0,456;0,436
44;2020-08-22 21:00:00;1,077;0,581;0,472;0,441
44;2020-08-22 21:30:00;0,995;0,574;0,458;0,462
44;2020-08-22 22:00:00;0,977;0,605;0,458;0,44
44;2020-08-22 22:30:00;1;0,656;0,468;0,475
44;2020-08-22 23:00:00;1,008;0,657;0,471;0,437
44;2020-08-22 23:30:00;1,002;0,696;0,465;0,43
44;2020-08-23 00:00:00;1,014;0,602;0,476;0,45
44;2020-08-23 00:30:00;1,001;0,706;0,47;0,54
44;2020-08-23 01:00:00;1,01;0,666;0,473;0,506
44;2020-08-23 01:30:00;0,862;0,581;0,449;0,508
44;2020-08-23 02:00:00;0,802;0,547;0,431;0,425
44;2020-08-23 02:30:00;0,788;0,7;0,426;0,514
44;2020-08-23 03:00:00;0,798;0,683;0,43;0,487
44;2020-08-23 03:30:00;0,807;0,591;0,435;0,461
44;2020-08-23 04:00:00;0,812;0,623;0,434;0,481
44;2020-08-23 04:30:00;0,816;0,611;0,438;0,546
44;2020-08-23 05:00:00;0,83;0,667;0,442;0,47
44;2020-08-23 05:30:00;0,816;0,562;0,437;0,548
44;2020-08-23 06:00:00;0,855;0,609;0,449;0,553
44;2020-08-23 06:30:00;0,872;0,623;0,453;0,572
44;2020-08-23 07:00:00;0,866;0,682;0,452;0,485
44;2020-08-23 07:30:00;0,842;0,606;0,448;0,529
44;2020-08-23 08:00:00;0,903;0,612;0,449;0,48
44;2020-08-23 08:30:00;0,864;0,61;0,439;0,518
44;2020-08-23 09:00:00;0,898;0,693;0,444;0,516
44;2020-08-23 09:30:00;0,899;0,576;0,439;0,501
44;2020-08-23 10:00:00;0,922;0,683;0,448;0,495
44;2020-08-23 10:30:00;0,918;0,648;0,442;0,49
44;2020-08-23 11:00:00;0,918;0,616;0,439;0,518
44;2020-08-23 11:30:00;0,896;0,574;0,434;0,425
44;2020-08-23 12:00:00;0,868;0,595;0,42;0,475
44;2020-08-23 12:30:00;0,868;0,664;0,414;0,577
44;2020-08-23 13:00:00;0,882;0,642;0,41;0,564
44;2020-08-23 13:30:00;0,922;0,627;0,413;0,463
44;2020-08-23 14:00:00;0,986;0,611;0,429;0,492
44;2020-08-23 14:30:00;0,998;0,586;0,43;0,519
44;2020-08-23 15:00:00;0,96;0,608;0,424;0,512
44;2020-08-23 15:30:00;0,927;0,658;0,418;0,603
44;2020-08-23 16:00:00;0,935;0,63;0,419;0,482
44;2020-08-23 16:30:00;0,93;0,644;0,413;0,447
44;2020-08-23 17:00:00;0,937;0,617;0,415;0,486
44;2020-08-23 17:30:00;0,94;0,663;0,412;0,553
44;2020-08-23 18:00:00;0,928;0,554;0,41;0,47
44;2020-08-23 18:30:00;0,944;0,59;0,389;0,532
44;2020-08-23 19:00:00;0,907;0,591;0,39;0,465
44;2020-08-23 19:30:00;0,935;0,629;0,399;0,555
44;2020-08-23 20:00:00;0,967;0,576;0,434;0,51
44;2020-08-23 20:30:00;0,859;0,597;0,411;0,568
44;2020-08-23 21:00:00;0,856;0,64;0,401;0,485
44;2020-08-23 21:30:00;0,927;0,601;0,413;0,562
44;2020-08-23 22:00:00;0,894;0,67;0,431;0,538
44;2020-08-23 22:30:00;0,877;0,539;0,427;0,47
44;2020-08-23 23:00:00;0,921;0,659;0,44;0,839
44;2020-08-23 23:30:00;0,881;0,565;0,44;0,531
44;2020-08-24 00:00:00;0,9;0,619;0,449;0,443
44;2020-08-24 00:30:00;0,894;0,632;0,445;0,532
44;2020-08-24 01:00:00;0,898;0,63;0,446;0,571
44;2020-08-24 01:30:00;0,926;0,53;0,453;0,508
44;2020-08-24 02:00:00;0,878;0,578;0,437;0,465
44;2020-08-24 02:30:00;0,873;0,57;0,439;0,514
44;2020-08-24 03:00:00;0,855;0,646;0,433;0,486
44;2020-08-24 03:30:00;0,846;0,647;0,435;0,546
44;2020-08-24 04:00:00;0,833;0,575;0,422;0,509
44;2020-08-24 04:30:00;0,848;0,632;0,431;0,504
44;2020-08-24 05:00:00;0,871;0,657;0,441;0,513
44;2020-08-24 05:30:00;0,866;0,589;0,441;0,478
44;2020-08-24 06:00:00;0,826;0,537;0,427;0,518
44;2020-08-24 06:30:00;0,846;0,729;0,442;0,444
44;2020-08-24 07:00:00;0,833;0,558;0,436;0,488
44;2020-08-24 07:30:00;0,816;0,618;0,431;0,525
44;2020-08-24 08:00:00;0,78;0,589;0,416;0,554
44;2020-08-24 08:30:00;0,804;0,598;0,426;0,537
44;2020-08-24 09:00:00;0,809;0,678;0,425;0,486
44;2020-08-24 09:30:00;0,817;0,684;0,431;0,536
44;2020-08-24 10:00:00;0,872;0,585;0,434;0,439
44;2020-08-24 10:30:00;0,895;0,594;0,431;0,48
44;2020-08-24 11:00:00;0,903;0,635;0,428;0,476
44;2020-08-24 11:30:00;0,924;0,55;0,433;0,538
44;2020-08-24 12:00:00;0,941;0,571;0,432;0,547
44;2020-08-24 12:30:00;0,961;0,622;0,438;0,498
44;2020-08-24 13:00:00;0,97;0,636;0,435;0,452
44;2020-08-24 13:30:00;0,939;0,601;0,425;0,508
44;2020-08-24 14:00:00;0,943;0,632;0,425;0,476
44;2020-08-24 14:30:00;0,89;0,552;0,407;0,53
44;2020-08-24 15:00:00;0,967;0,577;0,425;0,516
44;2020-08-24 15:30:00;0,967;0,564;0,425;0,486
44;2020-08-24 16:00:00;0,966;0,669;0,419;0,557
44;2020-08-24 16:30:00;0,976;0,571;0,422;0,441
44;2020-08-24 17:00:00;1,011;0,651;0,433;0,559
44;2020-08-24 17:30:00;0,936;0,613;0,419;0,444
46,2;2020-08-24 18:00:00;0,633;0,54;0,319;0,91
46,2;2020-08-24 18:30:00;0,649;0,538;0,32;0,891
46,2;2020-08-24 19:00:00;0,613;0,581;0,313;2,129
46,2;2020-08-24 19:30:00;0,597;0,52;0,309;0,832
46,2;2020-08-24 20:00:00;0,585;0,542;0,31;0,502
46,2;2020-08-24 20:30:00;0,576;0,586;0,31;0,557
46,2;2020-08-24 21:00:00;0,597;0,625;0,319;1,301
46,2;2020-08-24 21:30:00;0,581;0,587;0,315;0,614
46,2;2020-08-24 22:00:00;0,59;0,579;0,318;1,852
46,2;2020-08-24 22:30:00;0,602;0,597;0,324;0,948
46,2;2020-08-24 23:00:00;0,586;0,641;0,322;0,538
46,2;2020-08-24 23:30:00;0,607;0,607;0,334;0,5
46,2;2020-08-25 00:00:00;0,601;0,658;0,321;0,57
46,2;2020-08-25 00:30:00;0,599;0,592;0,334;0,457
46,2;2020-08-25 01:00:00;0,569;0,559;0,328;0,542
46,2;2020-08-25 01:30:00;0,573;0,57;0,331;0,493
46,2;2020-08-25 02:00:00;0,599;0,646;0,33;0,5
46,2;2020-08-25 02:30:00;0,595;0,559;0,337;0,478
46,2;2020-08-25 03:00:00;0,57;0,598;0,336;0,544
46,2;2020-08-25 03:30:00;0,585;0,567;0,338;0,476
46,2;2020-08-25 04:00:00;0,567;0,59;0,339;0,518
46,2;2020-08-25 04:30:00;0,562;0,611;0,34;0,48
46,2;2020-08-25 05:00:00;0,571;0,556;0,334;0,623
46,2;2020-08-25 05:30:00;0,566;0,503;0,341;0,728
46,2;2020-08-25 06:00:00;0,543;0,545;0,327;0,673
46,2;2020-08-25 06:30:00;0,559;0,562;0,342;0,629
46,2;2020-08-25 07:00:00;0,556;0,641;0,34;0,505
46,2;2020-08-25 07:30:00;0,522;0,578;0,329;0,589
46,2;2020-08-25 08:00:00;0,537;0,679;0,326;0,58
46,2;2020-08-25 08:30:00;0,56;0,498;0,323;0,569
46,2;2020-08-25 09:00:00;0,561;0,547;0,323;0,951
46,2;2020-08-25 09:30:00;0,601;0,601;0,333;0,49
46,2;2020-08-25 10:00:00;0,615;0,599;0,335;0,572
44,8;2020-08-25 10:30:00;0,87;0,589;0,394;0,504
44,8;2020-08-25 11:00:00;0,86;0,563;0,387;0,529
44,8;2020-08-25 11:30:00;0,9;0,548;0,39;0,5
44,8;2020-08-25 12:00:00;0,914;0,595;0,393;0,523
44,8;2020-08-25 12:30:00;0,85;0,571;0,377;0,473
44,8;2020-08-25 13:00:00;0,852;0,598;0,373;0,541
44,8;2020-08-25 13:30:00;0,834;0,63;0,371;0,545
44,8;2020-08-25 14:00:00;0,814;0,602;0,362;0,516
44,8;2020-08-25 14:30:00;0,793;0,583;0,359;0,478
44,8;2020-08-25 15:00:00;0,851;0,629;0,366;0,577
44,8;2020-08-25 15:30:00;0,83;0,591;0,362;0,481
44,8;2020-08-25 16:00:00;0,906;0,655;0,381;0,489
44,8;2020-08-25 16:30:00;0,876;0,57;0,377;0,55
44,8;2020-08-25 17:00:00;0,911;0,562;0,381;0,518
44,8;2020-08-25 17:30:00;0,901;0,556;0,375;0,489
44,8;2020-08-25 18:00:00;0,844;0,593;0,366;0,466
44,8;2020-08-25 18:30:00;0,819;0,586;0,358;0,406
44,8;2020-08-25 19:00:00;0,889;0,574;0,377;0,546
44,8;2020-08-25 19:30:00;0,877;0,549;0,38;0,485
44,8;2020-08-25 20:00:00;0,863;0,581;0,385;0,521
44,8;2020-08-25 20:30:00;0,881;0,571;0,392;0,482
44,8;2020-08-25 21:00:00;0,811;0,569;0,374;0,626
44,8;2020-08-25 21:30:00;0,831;0,675;0,387;0,464
44,8;2020-08-25 22:00:00;0,777;0,531;0,367;0,427
44,8;2020-08-25 22:30:00;0,811;0,587;0,385;0,473
44,8;2020-08-25 23:00:00;0,782;0,583;0,378;0,562
46,2;2020-08-25 23:30:00;0,586;0,536;0,328;0,75
46,2;2020-08-26 00:00:00;0,573;0,593;0,333;0,483
46,2;2020-08-26 00:30:00;0,607;0,609;0,341;0,883
46,2;2020-08-26 01:00:00;0,6;0,655;0,346;0,471
46,2;2020-08-26 01:30:00;0,591;0,587;0,342;0,562
46,2;2020-08-26 02:00:00;0,573;0,585;0,332;0,466
46,2;2020-08-26 02:30:00;0,588;0,558;0,343;0,487
46,2;2020-08-26 03:00:00;0,558;0,608;0,329;0,51
46,2;2020-08-26 03:30:00;0,539;0,578;0,344;0,514
46,2;2020-08-26 04:00:00;0,516;0,663;0,338;0,59
46,2;2020-08-26 04:30:00;0,557;0,554;0,335;0,551
46,2;2020-08-26 05:00:00;0,557;0,578;0,335;0,483
46,2;2020-08-26 05:30:00;0,542;0,555;0,331;0,527
46,2;2020-08-26 06:00:00;0,546;0,617;0,331;0,489
46,2;2020-08-26 06:30:00;0,551;0,622;0,347;0,631
46,2;2020-08-26 07:00:00;0,535;0,549;0,334;0,594
46,2;2020-08-26 07:30:00;0,56;0,551;0,341;0,476
46,2;2020-08-26 08:00:00;0,561;0,641;0,336;0,5
46,2;2020-08-26 08:30:00;0,538;0,614;0,324;0,477
46,2;2020-08-26 09:00:00;0,586;0,643;0,336;0,54
46,2;2020-08-26 09:30:00;0,592;0,65;0,336;0,612
46,2;2020-08-26 10:00:00;0,606;0,575;0,331;0,588
46,2;2020-08-26 10:30:00;0,617;0,64;0,331;0,523
46,2;2020-08-26 11:00:00;0,634;0,602;0,335;0,488
46,2;2020-08-26 11:30:00;0,622;0,54;0,33;0,507
46,2;2020-08-26 12:00:00;0,637;0,597;0,334;0,502
46,2;2020-08-26 12:30:00;0,63;0,618;0,327;0,502
45,9;2020-08-26 13:00:00;0,671;0,593;0,333;0,487
45,9;2020-08-26 13:30:00;0,63;0,62;0,32;0,463
45,9;2020-08-26 14:00:00;0,526;0,659;0,312;0,481
45,9;2020-08-26 14:30:00;0,557;0,643;0,321;0,481
45,9;2020-08-26 15:00:00;0,445;0,627;0,314;0,56
45,9;2020-08-26 15:30:00;0,56;0,564;0,316;0,532
45,9;2020-08-26 16:00:00;0,552;0,608;0,324;0,499
45,9;2020-08-26 16:30:00;0,503;0,661;0,316;0,522
45,9;2020-08-26 17:00:00;0,474;0,576;0,324;0,473
45,9;2020-08-26 17:30:00;0,392;0,66;0,321;0,477
45,9;2020-08-26 18:00:00;0,602;0,608;0,325;0,495
45,9;2020-08-26 18:30:00;0,563;0,633;0,32;0,506
45,9;2020-08-26 19:00:00;0,541;0,567;0,314;0,444
45,9;2020-08-26 19:30:00;0,691;0,6;0,33;0,491
45,9;2020-08-26 20:00:00;0,686;0,574;0,326;0,496
45,9;2020-08-26 20:30:00;0,655;0,66;0,316;0,497
45,9;2020-08-26 21:00:00;0,654;0,585;0,32;0,5
45,9;2020-08-26 21:30:00;0,685;0,656;0,333;0,589
45,9;2020-08-26 22:00:00;0,667;0,6;0,318;0,486
45,9;2020-08-26 22:30:00;0,695;0,583;0,332;1,085
45,9;2020-08-26 23:00:00;0,747;0,538;0,359;0,899
45,9;2020-08-26 23:30:00;0,75;0,613;0,358;0,733
45,9;2020-08-27 00:00:00;0,638;0,577;0,328;0,695
45,9;2020-08-27 00:30:00;0,637;0,599;0,329;0,709
45,9;2020-08-27 01:00:00;0,661;0,588;0,337;0,714
45,9;2020-08-27 01:30:00;0,662;0,606;0,342;1,137
45,9;2020-08-27 02:00:00;0,672;0,613;0,342;0,809
45,9;2020-08-27 02:30:00;0,642;0,652;0,347;0,524
45,9;2020-08-27 03:00:00;0,661;0,531;0,346;0,536
45,9;2020-08-27 03:30:00;0,648;0,58;0,351;0,474
45,9;2020-08-27 04:00:00;0,587;0,559;0,34;0,464
45,9;2020-08-27 04:30:00;0,558;0,608;0,341;0,506
45,9;2020-08-27 05:00:00;0,577;0,536;0,341;0,814
45,9;2020-08-27 05:30:00;0,563;0,597;0,335;0,474
45,9;2020-08-27 06:00:00;0,595;0,605;0,353;0,546
45,9;2020-08-27 06:30:00;0,594;0,654;0,346;0,494
45,5;2020-08-27 07:00:00;0,6;0,602;0,345;0,436
45,5;2020-08-27 07:30:00;0,63;0,591;0,355;0,491
45,5;2020-08-27 08:00:00;0,645;0,72;0,356;0,512
45,5;2020-08-27 08:30:00;0,638;0,588;0,348;0,467
45,5;2020-08-27 09:00:00;0,659;0,615;0,351;0,448
45,5;2020-08-27 09:30:00;0,668;0,591;0,349;0,504
41,4;2020-08-27 10:00:00;1,262;0,695;0,522;0,521
41,4;2020-08-27 10:30:00;1,246;0,681;0,522;0,492
41,4;2020-08-27 11:00:00;1,245;0,595;0,523;0,482
41,4;2020-08-27 11:30:00;1,214;0,67;0,516;0,452
41,4;2020-08-27 12:00:00;1,234;0,698;0,521;0,513
41,4;2020-08-27 12:30:00;1,26;0,656;0,529;0,655
41,4;2020-08-27 13:00:00;1,266;0,657;0,526;0,572
45,9;2020-08-27 13:30:00;0,67;0,561;0,345;0,667
45,9;2020-08-27 14:00:00;0,65;0,604;0,336;0,551
45,9;2020-08-27 14:30:00;0,646;0,61;0,33;0,528
45,9;2020-08-27 15:00:00;0,674;0,594;0,338;0,478
45,9;2020-08-27 15:30:00;0,628;0,583;0,33;0,594
45,9;2020-08-27 16:00:00;0,667;0,564;0,339;0,505
45,9;2020-08-27 16:30:00;0,644;0,589;0,327;0,524
45,9;2020-08-27 17:00:00;0,664;0,565;0,328;0,435
45,9;2020-08-27 17:30:00;0,655;0,592;0,325;0,529
45,9;2020-08-27 18:00:00;0,639;0,646;0,317;0,471
45,9;2020-08-27 18:30:00;0,674;0,545;0,329;0,509
45,9;2020-08-27 19:00:00;0,651;0,554;0,327;0,459
45,9;2020-08-27 19:30:00;0,657;0,589;0,331;0,514
45,9;2020-08-27 20:00:00;0,647;0,674;0,327;0,426
45,9;2020-08-27 20:30:00;0,641;0,583;0,333;0,466
45,9;2020-08-27 21:00:00;0,61;0,618;0,328;0,523
45,9;2020-08-27 21:30:00;0,657;0,561;0,339;0,623
45,9;2020-08-27 22:00:00;0,667;0,576;0,345;0,517
45,9;2020-08-27 22:30:00;0,67;0,551;0,348;0,498
