Motor_Frequency_Cmd_Hz;Timestamp;X_Axis_High_Frequency_RMS_Acceleration;X_Axis_RMS_Velocity;Z_Axis_High_Frequency_RMS_Acceleration;Z_Axis_RMS_Velocity
45,1;2020-09-22 00:30:00;0,728;0,555;0,378;0,521
45,1;2020-09-22 01:00:00;0,736;0,644;0,384;0,506
45,1;2020-09-22 01:30:00;0,733;0,561;0,384;0,541
44;2020-09-22 02:00:00;0,9;0,658;0,417;0,469
44;2020-09-22 02:30:00;0,913;0,613;0,418;0,407
44;2020-09-22 03:00:00;0,886;0,519;0,397;0,477
44;2020-09-22 03:30:00;0,865;0,59;0,4;0,419
44;2020-09-22 04:00:00;0,884;0,625;0,399;0,481
44;2020-09-22 04:30:00;0,897;0,562;0,407;0,463
44;2020-09-22 05:00:00;0,908;0,587;0,415;0,443
44;2020-09-22 05:30:00;0,868;0,657;0,398;0,515
41;2020-09-22 06:00:00;1,239;0,634;0,54;0,438
41;2020-09-22 06:30:00;1,144;0,626;0,51;0,427
41;2020-09-22 07:00:00;1,158;0,663;0,496;0,562
41;2020-09-22 07:30:00;1,137;0,645;0,507;0,52
41;2020-09-22 08:00:00;1,168;0,721;0,501;0,546
41;2020-09-22 08:30:00;1,112;0,695;0,491;0,452
41;2020-09-22 09:00:00;1,101;0,621;0,497;0,484
41;2020-09-22 09:30:00;1,171;0,668;0,518;0,501
41;2020-09-22 10:00:00;1,114;0,669;0,49;0,464
41;2020-09-22 10:30:00;1,171;0,655;0,501;0,508
41;2020-09-22 11:00:00;1,188;0,644;0,497;0,465
41;2020-09-22 11:30:00;1,215;0,609;0,503;0,45
41;2020-09-22 12:00:00;1,211;0,657;0,5;0,473
41;2020-09-22 12:30:00;1,201;0,606;0,473;0,553
41;2020-09-22 13:00:00;1,207;0,677;0,495;0,555
43,2;2020-09-22 13:30:00;0,998;0,693;0,436;0,486
40,6;2020-09-22 14:00:00;1,279;0,622;0,509;0,453
40,6;2020-09-22 14:30:00;1,243;0,603;0,512;0,409
40,6;2020-09-22 15:00:00;1,215;0,628;0,504;0,469
40,6;2020-09-22 15:30:00;1,278;0,652;0,52;0,448
40,6;2020-09-22 16:00:00;1,291;0,557;0,478;0,403
40,6;2020-09-22 16:30:00;1,266;0,64;0,513;0,37
40,6;2020-09-22 17:00:00;1,246;0,691;0,583;0,361
40,6;2020-09-22 17:30:00;1,253;0,652;0,611;0,341
40,6;2020-09-22 18:00:00;1,212;0,66;0,6;0,364
40,6;2020-09-22 18:30:00;1,188;0,696;0,596;0,372
40,6;2020-09-22 19:00:00;1,132;0,608;0,577;0,379
8,3;2020-09-24 00:00:00;0,09;0,189;0,068;0,164
42,5;2020-09-24 00:30:00;0,767;0,601;0,505;0,43
42,5;2020-09-24 01:00:00;0,83;0,556;0,439;0,455
42,5;2020-09-24 01:30:00;0,918;0,721;0,439;0,477
42,5;2020-09-24 02:00:00;0,92;0,684;0,415;0,465
42,5;2020-09-24 02:30:00;1,002;0,707;0,437;0,507
42,5;2020-09-24 03:00:00;0,935;0,681;0,421;0,553
42,5;2020-09-24 03:30:00;0,987;0,723;0,431;0,547
42,5;2020-09-24 04:00:00;0,922;0,703;0,415;0,534
42,5;2020-09-24 04:30:00;0,978;0,732;0,441;0,5
42,5;2020-09-24 05:00:00;1,008;0,627;0,437;0,447
42,5;2020-09-24 05:30:00;1,006;0,672;0,43;0,488
41,4;2020-09-24 06:00:00;1,084;0,608;0,473;0,469
41,4;2020-09-24 06:30:00;1,043;0,713;0,458;0,437
41,4;2020-09-24 07:00:00;1,062;0,645;0,463;0,484
41,4;2020-09-24 07:30:00;1,06;0,694;0,467;0,485
41,4;2020-09-24 08:00:00;1,069;0,74;0,463;0,499
41,4;2020-09-24 08:30:00;1,059;0,691;0,456;0,566
41,4;2020-09-24 09:00:00;1,101;0,627;0,475;0,515
41,4;2020-09-24 09:30:00;1,12;0,699;0,475;0,541
41,4;2020-09-24 10:00:00;1,104;0,672;0,462;0,567
41,4;2020-09-24 10:30:00;1,108;0,717;0,46;0,482
41,4;2020-09-24 11:00:00;1,11;0,649;0,463;0,519
41,4;2020-09-24 11:30:00;1,114;0,568;0,465;0,476
41,4;2020-09-24 12:00:00;1,173;0,636;0,48;0,423
41,4;2020-09-24 12:30:00;1,168;0,798;0,471;0,511
41,4;2020-09-24 13:00:00;1,204;0,638;0,468;0,499
41,4;2020-09-24 13:30:00;1,17;0,678;0,504;0,492
41,4;2020-09-24 14:00:00;1,236;0,721;0,52;0,477
41,4;2020-09-24 14:30:00;1,199;0,665;0,486;0,436
41,4;2020-09-24 15:00:00;1,261;0,683;0,496;0,476
41,4;2020-09-24 15:30:00;1,247;0,607;0,49;0,465
41,4;2020-09-24 16:00:00;1,259;0,668;0,492;0,516
41,4;2020-09-24 16:30:00;1,238;0,692;0,49;0,54
41,4;2020-09-24 17:00:00;1,254;0,655;0,494;0,506
41,4;2020-09-24 17:30:00;1,251;0,643;0,49;0,428
41,4;2020-09-24 18:00:00;1,275;0,622;0,493;0,498
41,4;2020-09-24 18:30:00;1,293;0,597;0,502;0,488
41,4;2020-09-24 19:00:00;1,281;0,652;0,501;0,505
41,4;2020-09-24 19:30:00;1,245;0,657;0,487;0,503
41,4;2020-09-24 20:00:00;1,229;0,702;0,487;0,485
41,4;2020-09-24 20:30:00;1,291;0,625;0,504;0,49
41,4;2020-09-24 21:00:00;1,238;0,678;0,494;0,535
41,4;2020-09-24 21:30:00;1,163;0,648;0,477;0,494
40,6;2020-09-24 22:00:00;1,267;0,647;0,529;0,476
40,6;2020-09-24 22:30:00;1,199;0,655;0,514;0,476
40,6;2020-09-24 23:00:00;1,205;0,603;0,51;0,375
39,5;2020-09-24 23:30:00;1,25;0,602;0,557;0,48
39,5;2020-09-25 00:00:00;1,255;0,546;0,556;0,47
38;2020-09-25 00:30:00;1,247;0,593;0,539;0,45
38,8;2020-09-25 01:00:00;1,275;0,589;0,544;0,424
38,8;2020-09-25 01:30:00;1,311;0,535;0,552;0,477
38,8;2020-09-25 02:00:00;1,304;0,593;0,55;0,563
38,8;2020-09-25 02:30:00;1,309;0,59;0,553;0,529
38,8;2020-09-25 03:00:00;1,306;0,571;0,55;0,523
38,8;2020-09-25 03:30:00;1,307;0,567;0,551;0,468
38,8;2020-09-25 04:00:00;1,3;0,595;0,549;0,463
38,8;2020-09-25 04:30:00;1,295;0,602;0,544;0,497
38,8;2020-09-25 05:00:00;1,309;0,624;0,595;0,513
40,2;2020-09-25 05:30:00;1,159;0,597;0,501;0,422
40,2;2020-09-25 06:00:00;1,145;0,641;0,461;0,408
40,2;2020-09-25 06:30:00;1,1;0,607;0,506;0,455
40,2;2020-09-25 07:00:00;1,124;0,593;0,45;0,424
40,2;2020-09-25 07:30:00;1,129;0,614;0,511;0,461
40,2;2020-09-25 08:00:00;1,189;0,667;0,548;0,368
44,4;2020-09-26 18:00:00;0,647;0,719;0,522;0,514
44,4;2020-09-26 18:30:00;0,714;0,65;0,476;0,494
44,4;2020-09-26 19:00:00;0,661;0,642;0,41;0,485
44,4;2020-09-26 19:30:00;0,706;0,613;0,399;0,468
44,4;2020-09-26 20:00:00;0,724;0,629;0,395;0,516
44,4;2020-09-26 20:30:00;0,72;0,554;0,394;0,495
44,4;2020-09-26 21:00:00;0,731;0,626;0,391;0,416
44,4;2020-09-26 21:30:00;0,744;0,564;0,397;0,43
44,4;2020-09-26 22:00:00;0,747;0,639;0,395;0,436
42,1;2020-09-26 22:30:00;0,964;0,726;0,451;0,543
42,1;2020-09-26 23:00:00;0,958;0,677;0,455;0,524
42,1;2020-09-26 23:30:00;0,959;0,7;0,459;0,541
42,1;2020-09-27 00:00:00;0,968;0,739;0,467;0,522
42,1;2020-09-27 00:30:00;0,924;0,734;0,453;0,537
42,1;2020-09-27 01:00:00;0,925;0,732;0,449;0,578
42,1;2020-09-27 01:30:00;0,933;0,665;0,457;0,525
42,1;2020-09-27 02:00:00;0,916;0,802;0,451;0,542
42,1;2020-09-27 02:30:00;0,94;0,688;0,463;0,521
42,1;2020-09-27 03:00:00;0,908;0,709;0,459;0,505
42,1;2020-09-27 03:30:00;0,91;0,655;0,452;0,473
43,3;2020-09-27 04:00:00;0,883;0,711;0,455;0,521
44;2020-09-27 04:30:00;0,721;0,615;0,388;0,505
44;2020-09-27 05:00:00;0,718;0,571;0,389;0,487
44;2020-09-27 05:30:00;0,768;0,564;0,393;0,468
44;2020-09-27 06:00:00;0,744;0,585;0,389;0,513
44;2020-09-27 06:30:00;0,72;0,57;0,383;0,493
44;2020-09-27 07:00:00;0,704;0,609;0,386;0,4
44;2020-09-27 07:30:00;0,747;0,611;0,385;0,477
44;2020-09-27 08:00:00;0,739;0,561;0,391;0,442
44;2020-09-27 08:30:00;0,744;0,629;0,408;0,498
44;2020-09-27 09:00:00;0,778;0,631;0,416;0,477
44;2020-09-27 09:30:00;0,769;0,583;0,408;0,487
44;2020-09-27 10:00:00;0,752;0,645;0,398;0,535
44;2020-09-27 10:30:00;0,781;0,66;0,4;0,437
44;2020-09-27 11:00:00;0,77;0,698;0,4;0,527
44;2020-09-27 11:30:00;0,767;0,662;0,395;0,392
44;2020-09-27 12:00:00;0,779;0,58;0,395;0,425
44;2020-09-27 12:30:00;0,784;0,693;0,391;0,446
44;2020-09-27 13:00:00;0,784;0,559;0,389;0,454
43,2;2020-09-27 13:30:00;0,941;0,589;0,434;0,414
43,2;2020-09-27 14:00:00;0,971;0,657;0,444;0,473
43,2;2020-09-27 14:30:00;0,905;0,729;0,424;0,508
43,2;2020-09-27 15:00:00;0,923;0,593;0,427;0,428
43,2;2020-09-27 15:30:00;0,94;0,723;0,426;0,543
43,2;2020-09-27 16:00:00;0,954;0,636;0,429;0,492
43,2;2020-09-27 16:30:00;0,92;0,619;0,426;0,558
43,2;2020-09-27 17:00:00;0,939;0,671;0,427;0,558
42,5;2020-09-27 17:30:00;1,024;0,6;0,454;0,448
42,5;2020-09-27 18:00:00;0,988;0,732;0,448;0,535
42,5;2020-09-27 18:30:00;1,004;0,728;0,442;0,468
42,5;2020-09-27 19:00:00;0,941;0,623;0,436;0,49
42,5;2020-09-27 19:30:00;0,919;0,746;0,442;0,484
42,5;2020-09-27 20:00:00;0,913;0,642;0,438;0,494
42,5;2020-09-27 20:30:00;0,953;0,725;0,45;0,559
42,5;2020-09-27 21:00:00;0,889;0,667;0,426;0,494
42,5;2020-09-27 21:30:00;0,904;0,726;0,435;0,49
42,5;2020-09-27 22:00:00;0,907;0,758;0,432;0,529
42,5;2020-09-27 22:30:00;0,879;0,847;0,441;0,552
42,5;2020-09-27 23:00:00;0,891;0,78;0,441;0,505
42,5;2020-09-27 23:30:00;0,91;0,71;0,441;0,483
42,5;2020-09-28 00:00:00;0,961;0,679;0,447;0,471
42,5;2020-09-28 00:30:00;0,919;0,705;0,45;0,542
42,5;2020-09-28 01:00:00;0,877;0,714;0,435;0,499
42,5;2020-09-28 01:30:00;0,9;0,757;0,444;0,528
42,5;2020-09-28 02:00:00;0,907;0,685;0,444;0,554
42,5;2020-09-28 02:30:00;0,924;0,721;0,455;0,496
42,5;2020-09-28 03:00:00;0,898;0,669;0,449;0,473
42,5;2020-09-28 03:30:00;0,887;0,72;0,441;0,546
42,5;2020-09-28 04:00:00;0,879;0,578;0,449;0,461
42,5;2020-09-28 04:30:00;0,869;0,703;0,44;0,548
42,5;2020-09-28 05:00:00;0,866;0,588;0,432;0,456
42,5;2020-09-28 05:30:00;0,894;0,747;0,432;0,543
46,2;2020-09-28 06:00:00;0,565;0,558;0,353;0,548
48,1;2020-09-28 06:30:00;0,602;0,606;0,363;0,482
48,1;2020-09-28 07:00:00;0,586;0,561;0,359;0,489
48,1;2020-09-28 07:30:00;0,569;0,677;0,354;0,47
45,9;2020-09-28 08:00:00;0,546;0,6;0,355;0,486
45,9;2020-09-28 08:30:00;0,582;0,666;0,358;0,486
45,9;2020-09-28 09:00:00;0,571;0,598;0,364;0,44
45,9;2020-09-28 09:30:00;0,54;0,596;0,355;0,577
45,9;2020-09-28 10:00:00;0,545;0,57;0,358;0,471
45,9;2020-09-28 10:30:00;0,556;0,566;0,363;0,488
45,9;2020-09-28 11:00:00;0,531;0,583;0,345;0,434
45,9;2020-09-28 11:30:00;0,56;0,561;0,344;0,439
43,2;2020-09-28 12:00:00;0,819;0,668;0,389;0,504
43,2;2020-09-28 12:30:00;0,938;0,643;0,434;0,433
43,2;2020-09-28 13:00:00;0,94;0,636;0,43;0,466
43,2;2020-09-28 13:30:00;0,928;0,638;0,434;0,51
43,2;2020-09-28 14:00:00;0,977;0,702;0,449;0,495
43,2;2020-09-28 14:30:00;0,969;0,56;0,431;0,481
42,1;2020-09-28 15:00:00;1,15;0,754;0,478;0,552
50;2020-09-30 13:30:00;0,632;1,467;0,446;0,583
42,5;2020-09-30 14:00:00;0,726;0,67;0,437;0,461
42,5;2020-09-30 14:30:00;0,821;0,59;0,432;0,522
42,5;2020-09-30 15:00:00;0,871;0,604;0,417;0,513
42,5;2020-09-30 15:30:00;0,904;0,6;0,425;0,542
42,5;2020-09-30 16:00:00;0,911;0,709;0,417;0,463
42,5;2020-09-30 16:30:00;0,902;0,658;0,42;0,469
42,5;2020-09-30 17:00:00;0,914;0,616;0,431;0,535
42,5;2020-09-30 17:30:00;0,898;0,693;0,415;0,484
42,5;2020-09-30 18:00:00;0,88;0,737;0,41;0,5
42,5;2020-09-30 18:30:00;0,94;0,621;0,421;0,453
42,5;2020-09-30 19:00:00;0,897;0,641;0,399;0,478
42,5;2020-09-30 19:30:00;0,877;0,68;0,405;0,483
42,5;2020-09-30 20:00:00;0,938;0,672;0,414;0,482
48,1;2020-09-30 20:30:00;0,582;0,693;0,348;0,513
48,1;2020-09-30 21:00:00;0,605;0,678;0,347;0,518
48,1;2020-09-30 21:30:00;0,581;0,572;0,351;0,499
46,2;2020-09-30 22:00:00;0,524;0,542;0,338;0,471
46,2;2020-09-30 22:30:00;0,533;0,602;0,332;0,466
46,2;2020-09-30 23:00:00;0,521;0,646;0,341;0,453
46,2;2020-09-30 23:30:00;0,536;0,649;0,345;0,495
46,2;2020-10-01 00:00:00;0,534;0,593;0,342;0,563
46,2;2020-10-01 00:30:00;0,534;0,609;0,344;0,464
46,2;2020-10-01 01:00:00;0,534;0,571;0,343;0,441
46,2;2020-10-01 01:30:00;0,542;0,604;0,346;0,443
46,2;2020-10-01 02:00:00;0,558;0,559;0,347;0,456
46,2;2020-10-01 02:30:00;0,562;0,699;0,354;0,611
46,2;2020-10-01 03:00:00;0,538;0,631;0,339;0,559
46,2;2020-10-01 03:30:00;0,548;0,592;0,347;0,445
46,2;2020-10-01 04:00:00;0,543;0,669;0,34;0,461
46,2;2020-10-01 04:30:00;0,56;0,538;0,35;0,44
46,2;2020-10-01 05:00:00;0,537;0,631;0,34;0,41
46,2;2020-10-01 05:30:00;0,513;0,555;0,343;0,49
46,2;2020-10-01 06:00:00;0,555;0,553;0,35;0,537
42,5;2020-10-01 06:30:00;0,933;0,686;0,423;0,433
42,5;2020-10-01 07:00:00;0,906;0,598;0,421;0,43
42,5;2020-10-01 07:30:00;0,899;0,781;0,42;0,499
42,5;2020-10-01 08:00:00;0,878;0,73;0,404;0,499
42,5;2020-10-01 08:30:00;0,897;0,625;0,42;0,467
42,5;2020-10-01 09:00:00;0,895;0,761;0,422;0,49
42,5;2020-10-01 09:30:00;0,875;0,724;0,423;0,433
42,5;2020-10-01 10:00:00;0,921;0,685;0,441;0,485
42,5;2020-10-01 10:30:00;1,018;0,597;0,443;0,477
42,5;2020-10-01 11:00:00;0,97;0,65;0,423;0,494
42,5;2020-10-01 11:30:00;0,953;0,736;0,428;0,421
42,5;2020-10-01 12:00:00;0,953;0,615;0,42;0,496
42,5;2020-10-01 12:30:00;0,971;0,614;0,422;0,547
38,8;2020-10-01 13:00:00;1,263;0,581;0,534;0,603
38,8;2020-10-01 13:30:00;1,23;0,724;0,534;0,655
38,8;2020-10-01 14:00:00;1,29;0,629;0,549;0,641
38,8;2020-10-01 14:30:00;1,286;0,619;0,546;0,589
38,8;2020-10-01 15:00:00;1,266;0,669;0,537;0,496
38,8;2020-10-01 15:30:00;1,282;0,554;0,55;0,494
38,8;2020-10-01 16:00:00;1,301;0,536;0,559;0,448
38,8;2020-10-01 16:30:00;1,289;0,558;0,54;0,512
38,8;2020-10-01 17:00:00;1,312;0,619;0,546;0,562
38,8;2020-10-01 17:30:00;1,295;0,595;0,544;0,514
38,8;2020-10-01 18:00:00;1,312;0,491;0,552;0,464
38,8;2020-10-01 18:30:00;1,332;0,64;0,562;0,568
38,8;2020-10-01 19:00:00;1,3;0,569;0,55;0,49
38,8;2020-10-01 19:30:00;1,267;0,552;0,548;0,511
42,5;2020-10-01 20:00:00;0,975;0,684;0,433;0,447
42,5;2020-10-01 20:30:00;0,942;0,638;0,421;0,549
42,5;2020-10-01 21:00:00;0,948;0,565;0,419;0,405
42,5;2020-10-01 21:30:00;0,955;0,711;0,41;0,569
42,5;2020-10-01 22:00:00;0,923;0,711;0,455;0,479
42,5;2020-10-01 22:30:00;0,936;0,666;0,44;0,446
42,5;2020-10-01 23:00:00;0,744;0,673;0,395;0,524
42,5;2020-10-01 23:30:00;0,963;0,611;0,412;0,467
42,5;2020-10-02 00:00:00;0,928;0,637;0,434;0,425
42,5;2020-10-02 00:30:00;0,577;0,672;0,398;0,535
42,5;2020-10-02 01:00:00;0,405;0,777;0,382;0,581
42,5;2020-10-02 01:30:00;1,003;0,674;0,448;0,423
42,5;2020-10-02 02:00:00;0,417;0,754;0,394;0,516
42,5;2020-10-02 02:30:00;1,04;0,654;0,393;0,446
41,4;2020-10-05 08:30:00;0,674;0,512;0,509;0,436
41,4;2020-10-05 09:00:00;0,722;0,557;0,452;0,406
41,4;2020-10-05 09:30:00;0,801;0,732;0,448;0,434
41,4;2020-10-05 10:00:00;0,839;0,64;0,447;0,467
41,4;2020-10-05 10:30:00;0,895;0,59;0,456;0,512
41,4;2020-10-05 11:00:00;0,918;0,665;0,465;0,459
41,4;2020-10-05 11:30:00;0,918;0,638;0,459;0,516
48,1;2020-10-05 12:00:00;0,604;0,54;0,367;0,527
